"No.","Time","Source","Destination","Protocol","Length","Info"
"7081","92.499585","185.20.209.150","192.168.0.106","TCP","66","[TCP Dup ACK 6991#1] 443  >  49623 [ACK] Seq=1 Ack=1 Win=66240 Len=0 SLE=1441 SRE=1758"
"7082","92.499585","185.20.209.150","192.168.0.106","TCP","54","443  >  49623 [ACK] Seq=1 Ack=1758 Win=64512 Len=0"
"7083","92.502285","185.20.209.150","192.168.0.106","TLSv1.3","1494","Server Hello, Change Cipher Spec, Application Data"
"7084","92.502285","185.20.209.150","192.168.0.106","TCP","1494","443  >  49623 [ACK] Seq=1441 Ack=1758 Win=66240 Len=1440 [TCP PDU reassembled in 7085]"
"7085","92.502285","185.20.209.150","192.168.0.106","TLSv1.3","1082","Application Data, Application Data, Application Data"
"7086","92.502546","192.168.0.106","185.20.209.150","TCP","54","49623  >  443 [ACK] Seq=1758 Ack=3909 Win=65280 Len=0"
"7087","92.505250","192.168.0.106","185.20.209.150","TLSv1.3","118","Change Cipher Spec, Application Data"
"7088","92.505558","192.168.0.106","185.20.209.150","TCP","1494","49623  >  443 [ACK] Seq=1822 Ack=3909 Win=65280 Len=1440 [TCP PDU reassembled in 7089]"
"7089","92.505558","192.168.0.106","185.20.209.150","TLSv1.3","92","Application Data"
"7090","92.546327","199.67.80.75","192.168.0.106","TCP","54","443  >  49632 [ACK] Seq=1 Ack=1822 Win=64000 Len=0"
"7091","92.546450","199.67.80.75","192.168.0.106","TLSv1.3","1454","Server Hello, Change Cipher Spec, Application Data"
"7092","92.546450","199.67.80.75","192.168.0.106","TCP","1454","443  >  49632 [ACK] Seq=1401 Ack=1822 Win=65856 Len=1400 [TCP PDU reassembled in 7093]"
"7093","92.546450","199.67.80.75","192.168.0.106","TLSv1.3","967","Application Data, Application Data, Application Data"
"7094","92.546450","204.141.42.100","192.168.0.106","TCP","66","[TCP Dup ACK 6978#1] 443  >  49620 [ACK] Seq=1 Ack=1 Win=66240 Len=0 SLE=1437 SRE=1728"
"7095","92.546450","204.141.42.100","192.168.0.106","TCP","54","443  >  49620 [ACK] Seq=1 Ack=1728 Win=64576 Len=0"
"7096","92.546630","192.168.0.106","199.67.80.75","TCP","54","49632  >  443 [ACK] Seq=1822 Ack=3714 Win=65280 Len=0"
"7097","92.548743","204.141.42.100","192.168.0.106","TLSv1.3","1494","Server Hello, Change Cipher Spec, Application Data"
"7098","92.548743","204.141.42.100","192.168.0.106","TCP","1494","443  >  49620 [ACK] Seq=1441 Ack=1728 Win=66240 Len=1440 [TCP PDU reassembled in 7099]"
"7099","92.548743","204.141.42.100","192.168.0.106","TLSv1.3","876","Application Data, Application Data, Application Data"
"7100","92.548883","192.168.0.106","204.141.42.100","TCP","54","49620  >  443 [ACK] Seq=1728 Ack=3703 Win=65280 Len=0"
"7101","92.549304","192.168.0.106","199.67.80.75","TLSv1.3","118","Change Cipher Spec, Application Data"
"7102","92.549958","192.168.0.106","199.67.80.75","TCP","1454","49632  >  443 [ACK] Seq=1886 Ack=3714 Win=65280 Len=1400 [TCP PDU reassembled in 7103]"
"7103","92.549958","192.168.0.106","199.67.80.75","TLSv1.3","132","Application Data"
"7104","92.551803","192.168.0.106","204.141.42.100","TLSv1.3","118","Change Cipher Spec, Application Data"
"7105","92.552057","192.168.0.106","204.141.42.100","TLSv1.3","681","Application Data"
"7106","92.563452","192.168.0.107","192.168.0.255","NBNS","92","Name query NB GLOBALPRINT<00>"
"7107","92.563750","199.67.80.75","192.168.0.106","TCP","54","443  >  49628 [ACK] Seq=1 Ack=1822 Win=64000 Len=0"
"7108","92.565035","199.67.80.75","192.168.0.106","TLSv1.3","1454","Server Hello, Change Cipher Spec, Application Data"
"7109","92.565349","199.67.80.75","192.168.0.106","TCP","1454","443  >  49628 [ACK] Seq=1401 Ack=1822 Win=65856 Len=1400 [TCP PDU reassembled in 7110]"
"7110","92.565349","199.67.80.75","192.168.0.106","TLSv1.3","967","Application Data, Application Data, Application Data"
"7111","92.565426","192.168.0.106","199.67.80.75","TCP","54","49628  >  443 [ACK] Seq=1822 Ack=3714 Win=65280 Len=0"
"7112","92.565754","192.168.0.106","199.67.80.75","TLSv1.3","118","Change Cipher Spec, Application Data"
"7113","92.633568","136.143.186.124","192.168.0.106","TCP","66","[TCP Dup ACK 7042#1] 443  >  49631 [ACK] Seq=1 Ack=1 Win=66240 Len=0 SLE=1437 SRE=1727"
"7114","92.633568","136.143.186.124","192.168.0.106","TCP","54","443  >  49631 [ACK] Seq=1 Ack=1727 Win=64576 Len=0"
"7115","92.633940","136.143.186.124","192.168.0.106","TLSv1.3","1494","Server Hello, Change Cipher Spec, Application Data"
"7116","92.633940","136.143.186.124","192.168.0.106","TCP","1494","443  >  49631 [ACK] Seq=1441 Ack=1727 Win=66240 Len=1440 [TCP PDU reassembled in 7117]"
"7117","92.633940","136.143.186.124","192.168.0.106","TLSv1.3","876","Application Data, Application Data, Application Data"
"7118","92.633940","136.143.191.144","192.168.0.106","TLSv1.2","280","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"7119","92.633940","136.143.186.124","192.168.0.106","TCP","54","443  >  49627 [ACK] Seq=3703 Ack=2417 Win=65664 Len=0"
"7120","92.633940","136.143.186.124","192.168.0.106","TLSv1.3","341","Application Data"
"7121","92.633940","136.143.186.124","192.168.0.106","TLSv1.3","341","Application Data"
"7122","92.634177","192.168.0.106","136.143.186.124","TCP","54","49631  >  443 [ACK] Seq=1727 Ack=3703 Win=65280 Len=0"
"7123","92.634266","192.168.0.106","136.143.186.124","TCP","54","49627  >  443 [ACK] Seq=2417 Ack=4277 Win=64768 Len=0"
"7124","92.635064","192.168.0.106","136.143.186.124","TLSv1.3","118","Change Cipher Spec, Application Data"
"7125","92.635914","192.168.0.106","136.143.191.144","TCP","1490","49625  >  443 [ACK] Seq=1842 Ack=3784 Win=65280 Len=1436 [TCP PDU reassembled in 7126]"
"7126","92.635914","192.168.0.106","136.143.191.144","TLSv1.2","118","Application Data"
"7127","92.644745","136.143.186.124","192.168.0.106","TCP","1494","443  >  49627 [ACK] Seq=4277 Ack=2417 Win=66240 Len=1440 [TCP PDU reassembled in 7139]"
"7128","92.644745","136.143.186.124","192.168.0.106","TCP","1494","443  >  49627 [ACK] Seq=5717 Ack=2417 Win=66240 Len=1440 [TCP PDU reassembled in 7139]"
"7129","92.644745","136.143.186.124","192.168.0.106","TCP","1494","443  >  49627 [ACK] Seq=7157 Ack=2417 Win=66240 Len=1440 [TCP PDU reassembled in 7139]"
"7130","92.644745","136.143.186.124","192.168.0.106","TCP","1494","443  >  49627 [ACK] Seq=8597 Ack=2417 Win=66240 Len=1440 [TCP PDU reassembled in 7139]"
"7131","92.644745","136.143.186.124","192.168.0.106","TCP","1494","443  >  49627 [ACK] Seq=10037 Ack=2417 Win=66240 Len=1440 [TCP PDU reassembled in 7139]"
"7132","92.644888","192.168.0.106","136.143.186.124","TCP","54","49627  >  443 [ACK] Seq=2417 Ack=11477 Win=65280 Len=0"
"7133","92.645418","136.143.186.124","192.168.0.106","TCP","1494","443  >  49627 [ACK] Seq=11477 Ack=2417 Win=66240 Len=1440 [TCP PDU reassembled in 7139]"
"7134","92.645418","136.143.186.124","192.168.0.106","TCP","1494","443  >  49627 [ACK] Seq=12917 Ack=2417 Win=66240 Len=1440 [TCP PDU reassembled in 7139]"
"7135","92.645418","136.143.186.124","192.168.0.106","TCP","1494","443  >  49627 [ACK] Seq=14357 Ack=2417 Win=66240 Len=1440 [TCP PDU reassembled in 7139]"
"7136","92.645418","136.143.186.124","192.168.0.106","TCP","1494","443  >  49627 [ACK] Seq=15797 Ack=2417 Win=66240 Len=1440 [TCP PDU reassembled in 7139]"
"7137","92.645418","136.143.186.124","192.168.0.106","TCP","1494","443  >  49627 [ACK] Seq=17237 Ack=2417 Win=66240 Len=1440 [TCP PDU reassembled in 7139]"
"7138","92.645418","136.143.186.124","192.168.0.106","TCP","620","[TCP Previous segment not captured] 443  >  49627 [PSH, ACK] Seq=20117 Ack=2417 Win=66240 Len=566 [TCP PDU reassembled in 7139]"
"7139","92.645418","136.143.186.124","192.168.0.106","TCP","1494","[TCP Out-Of-Order] 443  >  49627 [ACK] Seq=18677 Ack=2417 Win=66240 Len=1440"
"7140","92.645592","192.168.0.106","136.143.186.124","TCP","66","49627  >  443 [ACK] Seq=2417 Ack=18677 Win=65280 Len=0 SLE=20117 SRE=20683"
"7141","92.645697","192.168.0.106","136.143.186.124","TCP","54","49627  >  443 [ACK] Seq=2417 Ack=20683 Win=65280 Len=0"
"7142","92.648354","35.244.162.2","192.168.0.106","TLSv1.2","78","Application Data"
"7143","92.648664","192.168.0.106","35.244.162.2","TLSv1.2","82","Application Data"
"7144","92.665836","192.168.0.107","192.168.0.255","NBNS","92","Name query NB GLOBALPRINT<00>"
"7145","92.668036","35.244.162.2","192.168.0.106","TCP","54","443  >  65260 [ACK] Seq=241 Ack=281 Win=991 Len=0"
"7146","92.687693","199.67.85.65","192.168.0.106","TCP","66","[TCP Dup ACK 7065#1] 443  >  49633 [ACK] Seq=1 Ack=1 Win=66240 Len=0 SLE=1361 SRE=1726"
"7147","92.687693","199.67.85.65","192.168.0.106","TCP","54","443  >  49633 [ACK] Seq=1 Ack=1726 Win=64576 Len=0"
"7148","92.687693","199.67.85.65","192.168.0.106","TLSv1.3","1494","Server Hello, Change Cipher Spec, Application Data"
"7149","92.687693","199.67.85.65","192.168.0.106","TCP","1494","443  >  49633 [ACK] Seq=1441 Ack=1726 Win=66240 Len=1440 [TCP PDU reassembled in 7150]"
"7150","92.687693","199.67.85.65","192.168.0.106","TLSv1.3","887","Application Data, Application Data, Application Data"
"7151","92.687935","192.168.0.106","199.67.85.65","TCP","54","49633  >  443 [ACK] Seq=1726 Ack=3714 Win=65280 Len=0"
"7152","92.688602","192.168.0.106","199.67.85.65","TLSv1.3","118","Change Cipher Spec, Application Data"
"7153","92.704093","199.67.85.65","192.168.0.106","TCP","66","443  >  49629 [ACK] Seq=3714 Ack=1790 Win=66176 Len=0 SLE=3150 SRE=3268"
"7154","92.704093","199.67.85.65","192.168.0.106","TCP","54","443  >  49629 [ACK] Seq=3714 Ack=3268 Win=64768 Len=0"
"7155","92.704093","199.67.85.65","192.168.0.106","TLSv1.3","341","Application Data"
"7156","92.704093","199.67.85.65","192.168.0.106","TLSv1.3","341","Application Data"
"7157","92.704238","192.168.0.106","199.67.85.65","TCP","54","49629  >  443 [ACK] Seq=3268 Ack=4288 Win=64768 Len=0"
"7158","92.721109","199.67.85.65","192.168.0.106","TLSv1.3","1482","Application Data"
"7159","92.724669","185.20.209.150","192.168.0.106","TCP","66","[TCP Dup ACK 7060#1] 443  >  49630 [ACK] Seq=1 Ack=1 Win=66240 Len=0 SLE=1441 SRE=1726"
"7160","92.724669","185.20.209.150","192.168.0.106","TCP","54","443  >  49630 [ACK] Seq=1 Ack=1726 Win=64576 Len=0"
"7161","92.724669","185.20.209.150","192.168.0.106","TLSv1.3","1494","Server Hello, Change Cipher Spec, Application Data"
"7162","92.724815","192.168.0.106","185.20.209.150","TCP","54","49630  >  443 [ACK] Seq=1726 Ack=1441 Win=65280 Len=0"
"7163","92.726446","185.20.209.150","192.168.0.106","TCP","1494","443  >  49630 [ACK] Seq=1441 Ack=1726 Win=66240 Len=1440 [TCP PDU reassembled in 7164]"
"7164","92.726446","185.20.209.150","192.168.0.106","TLSv1.3","1082","Application Data, Application Data, Application Data"
"7165","92.726446","199.67.80.75","192.168.0.106","TLSv1.3","341","Application Data"
"7166","92.726599","192.168.0.106","185.20.209.150","TCP","54","49630  >  443 [ACK] Seq=1726 Ack=3909 Win=65280 Len=0"
"7167","92.726948","192.168.0.106","185.20.209.150","TLSv1.3","118","Change Cipher Spec, Application Data"
"7168","92.726978","199.67.80.75","192.168.0.106","TLSv1.3","341","Application Data"
"7169","92.727056","192.168.0.106","199.67.80.75","TCP","54","49632  >  443 [ACK] Seq=3364 Ack=4288 Win=64768 Len=0"
"7170","92.727859","199.67.80.75","192.168.0.106","TCP","66","[TCP Dup ACK 7165#1] 443  >  49632 [ACK] Seq=4288 Ack=1886 Win=65856 Len=0 SLE=3286 SRE=3364"
"7171","92.727859","199.67.80.75","192.168.0.106","TCP","54","443  >  49632 [ACK] Seq=4288 Ack=3364 Win=64384 Len=0"
"7172","92.734962","199.67.80.75","192.168.0.106","TLSv1.3","59","[TCP Previous segment not captured] , Continuation Data"
"7173","92.734962","199.67.80.75","192.168.0.106","TCP","1454","[TCP Out-Of-Order] 443  >  49632 [ACK] Seq=4288 Ack=3364 Win=65856 Len=1400"
"7174","92.735085","192.168.0.106","199.67.80.75","TCP","66","[TCP Dup ACK 7169#1] 49632  >  443 [ACK] Seq=3364 Ack=4288 Win=64768 Len=0 SLE=5688 SRE=5693"
"7175","92.735245","192.168.0.106","199.67.80.75","TCP","54","49632  >  443 [ACK] Seq=3364 Ack=5693 Win=65280 Len=0"
"7176","92.767865","192.168.0.106","199.67.85.65","TCP","54","49629  >  443 [ACK] Seq=3268 Ack=5716 Win=65280 Len=0"
"7177","92.853731","204.141.42.100","192.168.0.106","TCP","66","443  >  49612 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1436 WS=64 SACK_PERM"
"7178","92.853989","192.168.0.106","204.141.42.100","TCP","54","49612  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"7179","92.854121","185.20.209.150","192.168.0.106","TCP","66","443  >  49623 [ACK] Seq=3909 Ack=1822 Win=66240 Len=0 SLE=3262 SRE=3300"
"7180","92.854301","185.20.209.150","192.168.0.106","TCP","54","443  >  49623 [ACK] Seq=3909 Ack=3300 Win=64768 Len=0"
"7181","92.854301","185.20.209.150","192.168.0.106","TLSv1.3","341","Application Data"
"7182","92.854419","185.20.209.150","192.168.0.106","TLSv1.3","341","Application Data"
"7183","92.854485","192.168.0.106","185.20.209.150","TCP","54","49623  >  443 [ACK] Seq=3300 Ack=4483 Win=64768 Len=0"
"7184","92.854922","192.168.0.106","204.141.42.100","TCP","1490","49612  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1436 [TCP PDU reassembled in 7185]"
"7185","92.854922","192.168.0.106","204.141.42.100","TLSv1.3","377","Client Hello (SNI=accounts.zoho.com)"
"7186","92.866935","204.141.42.100","192.168.0.106","TCP","66","[TCP Out-Of-Order] 443  >  49612 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1436 WS=64 SACK_PERM"
"7187","92.867070","192.168.0.106","204.141.42.100","TCP","66","[TCP Dup ACK 7178#1] 49612  >  443 [ACK] Seq=1760 Ack=1 Win=65280 Len=0 SLE=0 SRE=1"
"7188","92.884275","136.143.191.144","192.168.0.106","TCP","66","[TCP Dup ACK 7118#1] 443  >  49625 [ACK] Seq=3784 Ack=1842 Win=64128 Len=0 SLE=3278 SRE=3342"
"7189","92.884275","136.143.191.144","192.168.0.106","TCP","54","443  >  49625 [ACK] Seq=3784 Ack=3342 Win=63360 Len=0"
"7190","92.885593","199.67.80.75","192.168.0.106","TLSv1.3","341","Application Data"
"7191","92.885593","199.67.80.75","192.168.0.106","TLSv1.3","341","Application Data"
"7192","92.885593","136.143.186.124","192.168.0.106","TLSv1.3","341","Application Data"
"7193","92.885810","192.168.0.106","199.67.80.75","TCP","54","49628  >  443 [ACK] Seq=1886 Ack=4288 Win=64768 Len=0"
"7194","92.886226","136.143.186.124","192.168.0.106","TLSv1.3","341","Application Data"
"7195","92.886299","192.168.0.106","136.143.186.124","TCP","54","49631  >  443 [ACK] Seq=1791 Ack=4277 Win=64768 Len=0"
"7196","92.892409","136.143.191.144","192.168.0.106","TLSv1.2","257","Application Data"
"7197","92.892409","185.20.209.150","192.168.0.106","TLSv1.3","69","[TCP Previous segment not captured] , Continuation Data"
"7198","92.892922","192.168.0.106","185.20.209.150","TCP","66","[TCP Dup ACK 7183#1] 49623  >  443 [ACK] Seq=3300 Ack=4483 Win=64768 Len=0 SLE=5923 SRE=5938"
"7199","92.898892","185.20.209.150","192.168.0.106","TCP","1494","[TCP Out-Of-Order] 443  >  49623 [ACK] Seq=4483 Ack=3300 Win=66240 Len=1440"
"7200","92.898892","136.143.186.124","192.168.0.106","TCP","1494","443  >  49627 [ACK] Seq=20683 Ack=2417 Win=66240 Len=1440 [TCP PDU reassembled in 7212]"
"7201","92.899026","192.168.0.106","185.20.209.150","TCP","54","49623  >  443 [ACK] Seq=3300 Ack=5938 Win=65280 Len=0"
"7202","92.907728","136.143.186.124","192.168.0.106","TCP","1494","443  >  49627 [ACK] Seq=22123 Ack=2417 Win=66240 Len=1440 [TCP PDU reassembled in 7212]"
"7203","92.907728","136.143.186.124","192.168.0.106","TCP","1494","443  >  49627 [ACK] Seq=23563 Ack=2417 Win=66240 Len=1440 [TCP PDU reassembled in 7212]"
"7204","92.907728","136.143.186.124","192.168.0.106","TCP","1494","443  >  49627 [ACK] Seq=25003 Ack=2417 Win=66240 Len=1440 [TCP PDU reassembled in 7212]"
"7205","92.907728","136.143.186.124","192.168.0.106","TCP","1494","443  >  49627 [ACK] Seq=26443 Ack=2417 Win=66240 Len=1440 [TCP PDU reassembled in 7212]"
"7206","92.907728","136.143.186.124","192.168.0.106","TCP","1494","443  >  49627 [ACK] Seq=27883 Ack=2417 Win=66240 Len=1440 [TCP PDU reassembled in 7212]"
"7207","92.907728","136.143.186.124","192.168.0.106","TCP","1494","443  >  49627 [ACK] Seq=29323 Ack=2417 Win=66240 Len=1440 [TCP PDU reassembled in 7212]"
"7208","92.907728","136.143.186.124","192.168.0.106","TCP","1494","443  >  49627 [ACK] Seq=30763 Ack=2417 Win=66240 Len=1440 [TCP PDU reassembled in 7212]"
"7209","92.907728","136.143.186.124","192.168.0.106","TCP","1494","443  >  49627 [ACK] Seq=32203 Ack=2417 Win=66240 Len=1440 [TCP PDU reassembled in 7212]"
"7210","92.907728","136.143.186.124","192.168.0.106","TCP","1494","443  >  49627 [ACK] Seq=33643 Ack=2417 Win=66240 Len=1440 [TCP PDU reassembled in 7212]"
"7211","92.907728","136.143.186.124","192.168.0.106","TCP","1494","443  >  49627 [ACK] Seq=35083 Ack=2417 Win=66240 Len=1440 [TCP PDU reassembled in 7212]"
"7212","92.907728","136.143.186.124","192.168.0.106","TLSv1.3","1494","Application Data"
"7213","92.907728","136.143.186.124","192.168.0.106","TCP","1494","443  >  49627 [ACK] Seq=37963 Ack=2417 Win=66240 Len=1440 [TCP PDU reassembled in 7236]"
"7214","92.907728","136.143.186.124","192.168.0.106","TCP","1494","443  >  49627 [ACK] Seq=39403 Ack=2417 Win=66240 Len=1440 [TCP PDU reassembled in 7236]"
"7215","92.907728","136.143.186.124","192.168.0.106","TCP","1494","443  >  49627 [ACK] Seq=40843 Ack=2417 Win=66240 Len=1440 [TCP PDU reassembled in 7236]"
"7216","92.907728","136.143.186.124","192.168.0.106","TCP","1494","443  >  49627 [ACK] Seq=42283 Ack=2417 Win=66240 Len=1440 [TCP PDU reassembled in 7236]"
"7217","92.907991","192.168.0.106","136.143.186.124","TCP","54","49627  >  443 [ACK] Seq=2417 Ack=43723 Win=65280 Len=0"
"7218","92.938501","199.67.85.65","192.168.0.106","TLSv1.3","341","Application Data"
"7219","92.938501","199.67.85.65","192.168.0.106","TLSv1.3","341","Application Data"
"7220","92.938662","192.168.0.106","199.67.85.65","TCP","54","49633  >  443 [ACK] Seq=1790 Ack=4288 Win=64768 Len=0"
"7221","92.939942","192.168.0.106","136.143.191.144","TCP","54","49625  >  443 [ACK] Seq=3342 Ack=3987 Win=65024 Len=0"
"7222","92.982949","204.141.42.100","192.168.0.106","TLSv1.3","341","Application Data"
"7223","92.982949","204.141.42.100","192.168.0.106","TLSv1.3","341","Application Data"
"7224","92.983131","192.168.0.106","204.141.42.100","TCP","54","49620  >  443 [ACK] Seq=2419 Ack=4277 Win=64768 Len=0"
"7225","92.987756","204.141.42.100","192.168.0.106","TLSv1.3","802","Application Data"
"7226","93.030525","192.168.0.106","204.141.42.100","TCP","54","49620  >  443 [ACK] Seq=2419 Ack=5025 Win=64000 Len=0"
"7227","93.056976","185.20.209.150","192.168.0.106","TLSv1.3","341","Application Data"
"7228","93.056976","185.20.209.150","192.168.0.106","TLSv1.3","341","Application Data"
"7229","93.057149","192.168.0.106","185.20.209.150","TCP","54","49630  >  443 [ACK] Seq=1790 Ack=4483 Win=64768 Len=0"
"7230","93.177639","136.143.186.124","192.168.0.106","TCP","1494","443  >  49627 [ACK] Seq=43723 Ack=2417 Win=66240 Len=1440 [TCP PDU reassembled in 7236]"
"7231","93.177639","136.143.186.124","192.168.0.106","TCP","1494","443  >  49627 [ACK] Seq=45163 Ack=2417 Win=66240 Len=1440 [TCP PDU reassembled in 7236]"
"7232","93.177639","136.143.186.124","192.168.0.106","TCP","1494","443  >  49627 [ACK] Seq=46603 Ack=2417 Win=66240 Len=1440 [TCP PDU reassembled in 7236]"
"7233","93.177639","136.143.186.124","192.168.0.106","TCP","1494","443  >  49627 [ACK] Seq=48043 Ack=2417 Win=66240 Len=1440 [TCP PDU reassembled in 7236]"
"7234","93.177639","136.143.186.124","192.168.0.106","TCP","1429","[TCP Previous segment not captured] 443  >  49627 [PSH, ACK] Seq=52363 Ack=2417 Win=66240 Len=1375 [TCP PDU reassembled in 7236], Application Data"
"7235","93.177639","136.143.186.124","192.168.0.106","TCP","1494","[TCP Out-Of-Order] 443  >  49627 [ACK] Seq=49483 Ack=2417 Win=66240 Len=1440 [TCP PDU reassembled in 7236]"
"7236","93.177639","136.143.186.124","192.168.0.106","TCP","1494","[TCP Out-Of-Order] 443  >  49627 [ACK] Seq=50923 Ack=2417 Win=66240 Len=1440"
"7237","93.177910","192.168.0.106","136.143.186.124","TCP","66","49627  >  443 [ACK] Seq=2417 Ack=49483 Win=65280 Len=0 SLE=52363 SRE=53738"
"7238","93.178098","192.168.0.106","136.143.186.124","TCP","54","49627  >  443 [ACK] Seq=2417 Ack=53738 Win=65280 Len=0"
"7239","93.187917","136.143.191.144","192.168.0.106","TLSv1.2","228","Application Data"
"7240","93.189150","192.168.0.106","192.168.0.1","DNS","74","Standard query 0x1988 A js.zohocdn.com"
"7241","93.189775","192.168.0.106","192.168.0.1","DNS","74","Standard query 0x67fb HTTPS js.zohocdn.com"
"7242","93.193948","192.168.0.1","192.168.0.106","DNS","115","Standard query response 0x1988 A js.zohocdn.com CNAME h2-stratus.zohocdn.com A 103.103.196.108"
"7243","93.193948","192.168.0.1","192.168.0.106","DNS","175","Standard query response 0x67fb HTTPS js.zohocdn.com CNAME h2-stratus.zohocdn.com SOA ns11.zns-53.com"
"7244","93.199899","192.168.0.106","192.168.0.1","DNS","75","Standard query 0xa360 A css.zohocdn.com"
"7245","93.200424","192.168.0.106","192.168.0.1","DNS","75","Standard query 0xbc79 HTTPS css.zohocdn.com"
"7246","93.200979","192.168.0.106","192.168.0.1","DNS","84","Standard query 0x4cff A us4-files.zohopublic.com"
"7247","93.201401","192.168.0.106","192.168.0.1","DNS","84","Standard query 0x35a4 HTTPS us4-files.zohopublic.com"
"7248","93.202299","192.168.0.1","192.168.0.106","DNS","116","Standard query response 0xa360 A css.zohocdn.com CNAME h2-stratus.zohocdn.com A 103.103.196.108"
"7249","93.202912","192.168.0.1","192.168.0.106","DNS","100","Standard query response 0x4cff A us4-files.zohopublic.com A 204.141.42.172"
"7250","93.202912","192.168.0.1","192.168.0.106","DNS","176","Standard query response 0xbc79 HTTPS css.zohocdn.com CNAME h2-stratus.zohocdn.com SOA ns11.zns-53.com"
"7251","93.203407","192.168.0.106","192.168.0.1","DNS","82","Standard query 0x53b5 A salesiq.zohopublic.com"
"7252","93.203855","192.168.0.106","192.168.0.1","DNS","82","Standard query 0x5399 HTTPS salesiq.zohopublic.com"
"7253","93.204039","192.168.0.1","192.168.0.106","DNS","149","Standard query response 0x35a4 HTTPS us4-files.zohopublic.com SOA ns1.zohocorp.com"
"7254","93.206658","192.168.0.106","103.103.196.108","TCP","66","49634  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"7255","93.207181","192.168.0.106","192.168.0.1","DNS","78","Standard query 0x0911 A static.zohocdn.com"
"7256","93.207589","192.168.0.106","192.168.0.1","DNS","78","Standard query 0xbe63 HTTPS static.zohocdn.com"
"7257","93.207866","192.168.0.106","136.143.186.114","TCP","1490","49594  >  443 [ACK] Seq=5568 Ack=5680 Win=65024 Len=1436 [TCP PDU reassembled in 7258]"
"7258","93.207866","192.168.0.106","136.143.186.114","TLSv1.3","472","Application Data"
"7259","93.210037","192.168.0.106","136.143.191.144","TLSv1.2","1046","Application Data"
"7260","93.211152","192.168.0.1","192.168.0.106","DNS","143","Standard query response 0x53b5 A salesiq.zohopublic.com CNAME livedesk.zohopublic.com CNAME zpublic.zohopublic.com A 204.141.42.97"
"7261","93.211152","192.168.0.1","192.168.0.106","DNS","192","Standard query response 0x5399 HTTPS salesiq.zohopublic.com CNAME livedesk.zohopublic.com CNAME zpublic.zohopublic.com SOA ns1.zohocorp.com"
"7262","93.211308","192.168.0.1","192.168.0.106","DNS","179","Standard query response 0xbe63 HTTPS static.zohocdn.com CNAME h2-stratus.zohocdn.com SOA ns11.zns-53.com"
"7263","93.211308","192.168.0.1","192.168.0.106","DNS","119","Standard query response 0x0911 A static.zohocdn.com CNAME h2-stratus.zohocdn.com A 103.103.196.108"
"7264","93.212916","192.168.0.106","204.141.42.97","TCP","66","49635  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"7265","93.213640","192.168.0.106","103.103.196.108","TCP","66","49636  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"7266","93.216738","192.168.0.106","103.103.196.108","TCP","66","49637  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"7267","93.217887","192.168.0.106","204.141.42.172","TCP","66","49638  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"7268","93.218839","192.168.0.106","204.141.42.97","TCP","66","49639  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"7269","93.220475","192.168.0.106","192.168.0.1","DNS","78","Standard query 0x8ae4 A col.site24x7rum.eu"
"7270","93.221021","192.168.0.106","192.168.0.1","DNS","78","Standard query 0x2f12 HTTPS col.site24x7rum.eu"
"7271","93.224102","192.168.0.106","18.239.153.48","TLSv1.3","143","Application Data"
"7272","93.238317","103.103.196.108","192.168.0.106","TCP","66","443  >  49634 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 WS=64 SACK_PERM"
"7273","93.238584","192.168.0.106","103.103.196.108","TCP","54","49634  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"7274","93.238712","103.103.196.108","192.168.0.106","TCP","66","443  >  49637 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 WS=64 SACK_PERM"
"7275","93.238813","192.168.0.106","103.103.196.108","TCP","54","49637  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"7276","93.239333","192.168.0.106","103.103.196.108","TCP","1414","49634  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1360 [TCP PDU reassembled in 7277]"
"7277","93.239333","192.168.0.106","103.103.196.108","TLSv1.3","418","Client Hello (SNI=js.zohocdn.com)"
"7278","93.239965","192.168.0.106","103.103.196.108","TCP","1414","49637  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1360 [TCP PDU reassembled in 7279]"
"7279","93.239965","192.168.0.106","103.103.196.108","TLSv1.3","419","Client Hello (SNI=css.zohocdn.com)"
